11	12	13	15	19	21	22	23	24	30	43	45	48	51	54	56	71	72	73	74	85	86_date	86_number	87_date	87_number	98	status	11_href	21_href	43_href	45_href
2 435 232	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2010133428/08	09.08.2010		09.08.2010			27.11.2011		G10L 15/14 (2006.01)	СПОСОБ МАШИННОЙ ОЦЕНКИ КАЧЕСТВА ПЕРЕДАЧИ РЕЧИ	RU 2312405 C2, 27.03.2007. WO 00/00962 A1, 06.01.2000. RU 2296377 С2, 27.03.2007. EP 0644674 B1, 02.01.2003. US 6427133 B1, 30.07.2002.		Гусев Михаил Николаевич (RU)	Гусев Михаил Николаевич (RU)							197374, Санкт-Петербург, ул. Беговая, 5, корп.2, кв.229, М.И. Лифсону	Статус: не действует (последнее изменение статуса: 17.08.2017);Пошлина: учтена за 4 год с 10.08.2013 по 09.08.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2435232&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2435232&TypeFile=html		http://www.fips.ru/Archive/PAT/2011FULL/2011.11.27/DOC/RUNWC1/000/000/002/435/232/DOCUMENT.PDF
2 295 163	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C1		RU	2005123753/09	26.07.2005		26.07.2005			10.03.2007		G10L 15/02 (2006.01)	СПОСОБ РАСПОЗНАВАНИЯ МУЗЫКАЛЬНЫХ ПРОИЗВЕДЕНИЙ И УСТРОЙСТВО ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ	Jaap Haitsma and Ton Kalker. A highly Robust Audio Fingerprinting System. Proceedings of ISMIR. 2002, Paris, France, October 2002. WO 03/091990 A1, 11.06.2003. WO 02/073520 A1, 19.09.2002. US 5918223 A, 29.06.1999. RU 2256293 C1, 10.07.2005.		Гармонов Александр Васильевич (RU), Савинков Андрей Юрьевич (RU), Прибытков Юрий Николаевич (RU), Шилов Вадим Владимирович (RU)	Гармонов Александр Васильевич (RU)							"394077, г.Воронеж, Московский пр-кт, 97, ЗАО ""КОДОФОН"", В.А. Фурсовой"	Статус: действует (последнее изменение статуса: 28.08.2017);Пошлина: учтена за 13 год с 27.07.2017 по 26.07.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2295163&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2295163&TypeFile=html		http://www.fips.ru/Archive/PAT/2007FULL/2007.03.10/DOC/RUNWC1/000/000/002/295/163/DOCUMENT.PDF
2011 121 296	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2011121296/08	10.09.2009			 31.10.2008 FI 12/263,012	10.12.2012			G10L 15/26 (2006.01)							31.05.2011	10.09.2009	FI 2009/050729	06.05.2010	WO 2010/049582	"191036, Санкт-Петербург, а/я 24, ""НЕВИНПАТ"""		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2011121296&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2011121296&TypeFile=html	http://www.fips.ru/Archive/PAT/2012FULL/2012.12.10/DOC/RUNWA/000/002/011/121/296/DOCUMENT.PDF	
2 494 476	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2011121296/08	10.09.2009		10.09.2009	 31.10.2008 US 12/263,012	10.12.2012	27.09.2013		G10L 15/26 (2006.01)		US 20060069664 А1, 30.03.2006. US 20020103644 А1, 01.08.2002. ЕР 1699042 А1, 06.09.2006. RU 61924 U1, 10.03.2007.					31.05.2011	10.09.2009	FI 2009/050729	06.05.2010	WO 2010/049582	"191036, Санкт-Петербург, а/я 24, ""НЕВИНПАТ"""	Статус: действует (последнее изменение статуса: 07.09.2017);Пошлина: учтена за 9 год с 11.09.2017 по 10.09.2018	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2494476&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2494476&TypeFile=html		http://www.fips.ru/Archive/PAT/2013FULL/2013.09.27/DOC/RUNWC2/000/000/002/494/476/DOCUMENT.PDF
2 223 554	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2001109249/09	08.09.1999		08.09.1999	 09.09.1998 JP 10/255196	27.05.2003	10.02.2004		G10L 15/14 (2000.01)		JP 09-152886 А, 10.06.1997. RU 2101782 C1, 10.01.1998. RU 2103753 C1, 27.01.1998. US 5799277 А, 25.08.1998. US 5677988 А, 14.10.1997.					09.04.2001	08.09.1999	JP 99/04885	16.03.2000	WO 00/14723	"129010, Москва, ул. Б. Спасская, 25, стр.3, ООО ""Юридическая фирма Городисский и Партнеры"", пат.пов. Ю.Д.Кузнецову, рег.№ 595"	Статус: не действует (последнее изменение статуса: 18.09.2017);Пошлина: учтена за 15 год с 09.09.2013 по 08.09.2014	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2223554&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2223554&TypeFile=html		
90 251	ФОРМУЛА ПОЛЕЗНОЙ МОДЕЛИ	U1		RU	2009122158/22	09.06.2009		09.06.2009			27.12.2009		G10L 15/00 (2006.01)	УСТРОЙСТВО ДЛЯ ФОНЕТИЧЕСКОГО АНАЛИЗА И ОБУЧЕНИЯ РЕЧИ			Савченко Владимир Васильевич (RU), Акатьев Дмитрий Юрьевич (RU)	Савченко Владимир Васильевич (RU)							603950, г.Нижний Новгород, ул. Минина, 24, НГТУ, ОИС	Статус: не действует (последнее изменение статуса: 17.06.2015);Пошлина: учтена за 3 год с 10.06.2011 по 09.06.2012	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=90251&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=90251&TypeFile=html		http://www.fips.ru/Archive/PAT/2009FULL/2009.12.27/DOC/RUNWU1/000/000/000/090/251/DOCUMENT.PDF
2014 133 401	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2014133401	14.08.2014				10.03.2016			G10L 15/00 (2013.01)	СПОСОБ И СИСТЕМА ИНДЕКСАЦИИ АУДИО ЗАПИСЕЙ С ИСПОЛЬЗОВАНИЕМ ХРОМАПРИНТОВ		"Общество с ограниченной ответственностью ""Яндекс"" (RU)"	Калинина Елена Андреевна (RU)								"197101, Санкт-Петербург, а/я 128, ""АРС-ПАТЕНТ"", М.В. Хмара"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2014133401&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2014133401&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.03.10/DOC/RUNWA/000/002/014/133/401/DOCUMENT.PDF	
93 173	ОПИСАНИЕ ПОЛЕЗНОЙ МОДЕЛИ К ПАТЕНТУ	U1		RU	2009148684/22	29.12.2009		29.12.2009			20.04.2010		G10L 15/00 (2006.01); H04K 1/02 (2006.01)	СИСТЕМА ИСКАЖЕНИЯ ГОЛОСА ДИКТОРА			Котов Михаил Андреевич (RU), Леднов Дмитрий Анатольевич (RU), Меркулов Максим Николаевич (RU), Хацкевич Андрей Валентинович (RU)	"Общество с ограниченной ответственностью ""Стэл-Компьютерные Системы"" (RU)"							"105082, Москва, ул.Большая Почтовая, 55/59, ООО ""Стэл-Компьютерные Системы"", директору М.Ю. Андрееву"	Статус: действует (последнее изменение статуса: 27.07.2016);Пошлина: учтена за 8 год с 30.12.2016 по 29.12.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=93173&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=93173&TypeFile=html		http://www.fips.ru/Archive/PAT/2010FULL/2010.04.20/DOC/RUNWU1/000/000/000/093/173/DOCUMENT.PDF
170 249	ОПИСАНИЕ ПОЛЕЗНОЙ МОДЕЛИ К ПАТЕНТУ	U1		RU	2016135683	02.09.2016		02.09.2016			18.04.2017		G10L 15/00 (2013.01)	УСТРОЙСТВО ДЛЯ ТЕМПЕРАТУРНО-ИНВАРИАНТНОЙ АУДИОВИЗУАЛЬНОЙ ЛОКАЛИЗАЦИИ ИСТОЧНИКА ГОЛОСА	US 5335011 A, 12.01.1993. US 2009319260 A1, 24.12.2009. US 8583428 B2, 15.06.2010. CA 2908606 A1, 02.10.2014.		Суворов Дмитрий Андреевич (RU), Жуков Роман Алексеевич (RU), Евмененко Антон Александрович (RU), Тетерюков Дмитрий Олегович (RU)	Общество с ограниченной ответственностью ЛЕКСИ (ООО ЛЕКСИ) (RU)							"143026, Москва, территория инновационного центра ""Сколково"", 4, оф. 402.1, Центр интеллектуальной собственности ""Сколково"" (ООО ""ЦИС ""Сколково"")"	Статус: нет данных	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=170249&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPM&DocNumber=170249&TypeFile=html		http://www1.fips.ru/ofpstorage/IZPM/2017.04.18/RUNWU1/000/000/000/170/249/%D0%9F%D0%9C-00170249-00001/document.pdf
2015 118 431	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2015118431	18.05.2015			 16.05.2014 US 102014209358.9	10.12.2016			G10L 15/00 (2013.01)	УСТРОЙСТВО И СПОСОБ РАСПОЗНАВАНИЯ РЕЧИ		Форд Глобал Технолоджис, ЛЛК (US)	АРНДТ ДР ХАБИЛ Кристоф (DE), ГУССЕН Уве (DE), ШТЕФАН Фредерик (DE)								"129090, Москва, ул. Б. Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015118431&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2015118431&TypeFile=html	http://www.fips.ru/Archive4/PAT/2016FULL/2016.12.10/DOC/RUNWA/000/002/015/118/431/DOCUMENT.PDF	
2013 125 955	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2013125955/08	05.06.2013				10.12.2014			G10L 15/00 (2013.01); H04R 29/00 (2006.01)	СПОСОБ КОНТРОЛЯ ЭФФЕКТИВНОСТИ ЗАЩИТЫ ИНФОРМАЦИИ		"Федеральное государственное казенное военное образовательное учреждение высшего профессионального образования ""Военный учебно-научный центр Военно-воздушных сил ""Военно-воздушная академия имени профессора Н.Е. Жуковского и Ю.А. Гагарина"" (г. Воронеж) Министерства обороны Российской Федерации (RU)"	Чернышов Павел Валерьевич (RU), Лобов Владимир Анатольевич (RU), Ляхов Павел Рудольфович (RU), Кулешов Павел Евгеньевич (RU)								"394064, г.Воронеж, ул. Старых Большевиков, 54А, ВУНЦ ВВС ""ВВА"", Центр ОНР и ПНПК"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013125955&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013125955&TypeFile=html	http://www.fips.ru/Archive/PAT/2014FULL/2014.12.10/DOC/RUNWA/000/002/013/125/955/DOCUMENT.PDF	
2013 136 376	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2013136376/08	05.08.2013				10.02.2015			G10L 15/00 (2013.01)	СПОСОБ ОЦЕНКИ ВАРИАТИВНОСТИ ПАРОЛЬНОЙ ФРАЗЫ (ВАРИАНТЫ)		"Общество с ограниченной ответственностью ""Центр речевых технологий"" (ООО ""ЦРТ"") (RU)"	Хитров Михаил Васильевич (RU), Дырмовский Дмитрий Викторович (RU)								197227, Санкт-Петербург, а/я 405, Воропаю Сергею Александровичу		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013136376&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2013136376&TypeFile=html	http://www.fips.ru/Archive/PAT/2015FULL/2015.02.10/DOC/RUNWA/000/002/013/136/376/DOCUMENT.PDF	
2012 137 028	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2012137028/08	29.08.2012				10.03.2014			G10L 15/00 (2013.01); G06N 5/00 (2006.01)	СПОСОБ ВЫЯВЛЕНИЯ ЭМОЦИОНАЛЬНОГО СОСТОЯНИЯ ЧЕЛОВЕКА ПО ГОЛОСУ		"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Воронежский государственный университет"" (ФГБУ ВПО ""ВГУ"") (RU)"	Голубинский Андрей Николаевич (RU), Булгаков Олег Митрофанович (RU), Асташов Роман Анатольевич (RU), Николаенков Юрий Кимович (RU)								"394006, г.Воронеж, Университетская пл., 1, ФГБОУ ВПО ""ВГУ"", ЦКТ"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2012137028&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2012137028&TypeFile=html	http://www.fips.ru/Archive/PAT/2014FULL/2014.03.10/DOC/RUNWA/000/002/012/137/028/DOCUMENT.PDF	
2012 138 225	ЗАЯВКА НА ИЗОБРЕТЕНИЕ	A		RU	2012138225/08	06.09.2012				20.03.2014			G10L 15/00 (2013.01)	СПОСОБ ОЦЕНКИ ЧАСТОТЫ ОСНОВНОГО ТОНА РЕЧЕВОГО СИГНАЛА		"Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Воронежский государственный университет"" (ФГБУ ВПО ""ВГУ"") (RU)"	Голубинский Андрей Николаевич (RU), Булгаков Олег Митрофанович (RU), Гущина Анастасия Александровна (RU), Иванов Иван Иванович (RU), Николаенко Юрий Кимович (RU)								"394006, г.Воронеж, Университетская пл., 1, ФГБОУ ВПО ""ВГУ"", ЦКТ"		http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2012138225&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2012138225&TypeFile=html	http://www.fips.ru/Archive/PAT/2014FULL/2014.03.20/DOC/RUNWA/000/002/012/138/225/DOCUMENT.PDF	
2 525 440	ОПИСАНИЕ ИЗОБРЕТЕНИЯ К ПАТЕНТУ	C2		RU	2011130550/08	11.12.2009		11.12.2009	 22.01.2009 US 12/357,773	27.01.2013	10.08.2014		G10L 15/00 (2013.01)		KR 20050077442 A, 02.08.2005. US 2006235694 A1, 19.10.2006. US 2007061146 A1, 15.03.2007. US 2004107107 A1, 03.06.2004. WO 2004061820 A2, 22.07.2004. US 2004117179 A1, 17.06.2004. US 2004128135 A1, 01.07.2004. RU 2004129631 C2, 08.10.2004					21.07.2011	11.12.2009	US 2009/067788	12.08.2010	WO 2010/090679	"129090, Москва, ул. Б. Спасская, 25, строение 3, ООО ""Юридическая фирма Городисский и Партнеры"""	Статус: действует (последнее изменение статуса: 28.11.2016);Пошлина: учтена за 8 год с 12.12.2016 по 11.12.2017	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2525440&TypeFile=html	http://www1.fips.ru/fips_servl/fips_servlet?DB=RUPAT&DocNumber=2525440&TypeFile=html		http://www.fips.ru/Archive/PAT/2014FULL/2014.08.10/DOC/RUNWC2/000/000/002/525/440/DOCUMENT.PDF
